start;end;chr
39896374;39896580;1
39898207;39898326;1
39898720;39898827;1
39900086;39900304;1
39901230;39901433;1
39902154;39902162;1
39903449;39903680;1
39904946;39905172;1
39906675;39906797;1
39906896;39906997;1
39907624;39907725;1
39907819;39907992;1
39908084;39908239;1
39908386;39908583;1
39909118;39909246;1
39910334;39910507;1
39913104;39913259;1
39913364;39913570;1
39913705;39913824;1
39914266;39914435;1
39916724;39916883;1
39917828;39918022;1
39918356;39918484;1
39919379;39919522;1
39920581;39920769;1
39924042;39924162;1
39924758;39924921;1
39926304;39926466;1
39927555;39927709;1
39929284;39929358;1
39934287;39934404;1
39945470;39945681;1
39950273;39950402;1
39951210;39952810;1
39769575;39769682;1
39769949;39770222;1
39770519;39770591;1
39957308;39957997;1
39976846;39977035;1
39977428;39977576;1
39987048;39987242;1
39988075;39988154;1
39988679;39988789;1
39991321;39995541;1
39980538;39982341;1
40025306;40025370;1
40022271;40022815;1
40020021;40020064;1
40018790;40018816;1
40013251;40014623;1
40011405;40011529;1
40007392;40007513;1
39994727;39994836;1
39987952;39988177;1
40025306;40025370;1
40024888;40025037;1
40021806;40021873;1
40020021;40020064;1
40018790;40018816;1
40013251;40014623;1
40011405;40011529;1
40007392;40007513;1
39994727;39994836;1
39989479;39989568;1
39989234;39989369;1
39987952;39988177;1
40025306;40025370;1
40024888;40025037;1
40022271;40022410;1
40020021;40020064;1
40018790;40018816;1
40013251;40014623;1
40011405;40011529;1
40007392;40007513;1
39994727;39994836;1
39987952;39988177;1
40025306;40025370;1
40024888;40025037;1
40022271;40022410;1
40020021;40020064;1
40018790;40018816;1
40013251;40014623;1
40011405;40011529;1
40007392;40007513;1
39994727;39994836;1
39989479;39989568;1
39989230;39989369;1
39987952;39988177;1
40025306;40025370;1
40024888;40025037;1
40022271;40022410;1
40020021;40020064;1
40018790;40018816;1
40013251;40014623;1
40011405;40011529;1
40007392;40007513;1
39994727;39994836;1
39990508;39990729;1
39989479;39989568;1
39989234;39989369;1
39987952;39988177;1
40041431;40042462;1
40038065;40038258;1
40036906;40037021;1
40035535;40035674;1
40035267;40035361;1
40034474;40034611;1
40033423;40033518;1
40030778;40031050;1
40030358;40030445;1
40030143;40030214;1
40029508;40029594;1
40029286;40029413;1
40027995;40028088;1
40027745;40027875;1
40027357;40027459;1
40026488;40026794;1
40041431;40042462;1
40038065;40038258;1
40036906;40037021;1
40035535;40035674;1
40035267;40035361;1
40034474;40034611;1
40033423;40033518;1
40030778;40031050;1
40030358;40030445;1
40030095;40030214;1
40029286;40029413;1
40027995;40028088;1
40027745;40027875;1
40027357;40027459;1
40026488;40026794;1
40041431;40042462;1
40038065;40038258;1
40036906;40037021;1
40035535;40035674;1
40035267;40035361;1
40034474;40034611;1
40033423;40033518;1
40030778;40031050;1
40030358;40030445;1
40030095;40030214;1
40029508;40029594;1
40029286;40029413;1
40027995;40028088;1
40027745;40027875;1
40027357;40027459;1
40026488;40026794;1
40030742;40030891;1
40036152;40036295;1
40038127;40038350;1
40038753;40038875;1
40033046;40033182;1
40105218;40105315;1
40098321;40098387;1
40097168;40097251;1
40095899;40095980;1
40089107;40092852;1
40137576;40137779;1
40131741;40131908;1
40131193;40131322;1
40128984;40129106;1
40126751;40126935;1
40116901;40125158;1
40156978;40157105;1
40150114;40150283;1
40144320;40148405;1
40156978;40157105;1
40150114;40150283;1
40149609;40149824;1
40144320;40148405;1
40156978;40157105;1
40156737;40156842;1
40150114;40150283;1
40149609;40149824;1
40144320;40148405;1
40183647;40184465;1
40204554;40204595;1
40205837;40205935;1
40207038;40207081;1
40207567;40207593;1
40208888;40208969;1
40209496;40209596;1
40211047;40211170;1
40214575;40214760;1
40218582;40218724;1
40218959;40222441;1
40204554;40204595;1
40205837;40205935;1
40207038;40207081;1
40207567;40207593;1
40208888;40208969;1
40209496;40209596;1
40211086;40211170;1
40214575;40214760;1
40218582;40218724;1
40218959;40222441;1
40204554;40204603;1
40205837;40205935;1
40207038;40207081;1
40207567;40207593;1
40208888;40208969;1
40209496;40209596;1
40211047;40211170;1
40214575;40214760;1
40218582;40218724;1
40228189;40228323;1
40229361;40229586;1
40204554;40204603;1
40205837;40205935;1
40207038;40207081;1
40207567;40207593;1
40208888;40208969;1
40209496;40209596;1
40211047;40211170;1
40214575;40214760;1
40218582;40218724;1
40229361;40229586;1
40204554;40204603;1
40205837;40205935;1
40207038;40207081;1
40207567;40207593;1
40208888;40208969;1
40209496;40209596;1
40211086;40211170;1
40214575;40214760;1
40218582;40218724;1
40229361;40229586;1
40204554;40204603;1
40205837;40205935;1
40207038;40207081;1
40207567;40207593;1
40208888;40208969;1
40209496;40209596;1
40211047;40211170;1
40214575;40214760;1
40218582;40218724;1
40218959;40222441;1
40253824;40254537;1
40240521;40240710;1
40239980;40240128;1
40230295;40230489;1
40229384;40229463;1
40228764;40228874;1
40222854;40226240;1
40235195;40237020;1
40254648;40255843;1
40348990;40349183;1
40306703;40307585;1
40348990;40349183;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40348990;40349183;1
40313658;40313769;1
40312892;40312969;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40348990;40349183;1
40313658;40313769;1
40313220;40313332;1
40312892;40312969;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40348990;40349183;1
40315795;40315933;1
40313658;40313769;1
40312892;40312969;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40348990;40349183;1
40315795;40315933;1
40313658;40313769;1
40313220;40313332;1
40312892;40312969;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40348990;40349183;1
40315791;40315933;1
40313658;40313769;1
40313220;40313332;1
40312892;40312969;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40348990;40349183;1
40322949;40323089;1
40319642;40319740;1
40315795;40315933;1
40313658;40313769;1
40312892;40312969;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40348990;40349183;1
40322949;40323089;1
40319642;40319740;1
40315795;40315933;1
40313658;40313769;1
40313220;40313328;1
40312892;40312969;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40348990;40349183;1
40322949;40323089;1
40319642;40319740;1
40315795;40315933;1
40313658;40313769;1
40313220;40313332;1
40312892;40312969;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40348990;40349183;1
40322949;40323089;1
40319642;40319740;1
40315791;40315933;1
40313658;40313769;1
40313220;40313328;1
40312892;40312969;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40348990;40349183;1
40322949;40323089;1
40319642;40319740;1
40315791;40315933;1
40313658;40313769;1
40313220;40313332;1
40312892;40312969;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40348990;40349183;1
40322949;40323089;1
40319642;40319740;1
40318403;40318548;1
40315795;40315933;1
40313658;40313769;1
40313220;40313332;1
40312892;40312969;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40348990;40349183;1
40322949;40323089;1
40319642;40319740;1
40318403;40318548;1
40315791;40315933;1
40313658;40313769;1
40313220;40313419;1
40312892;40312969;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40348990;40349176;1
40322949;40323089;1
40319642;40319740;1
40318403;40318548;1
40315791;40315933;1
40313658;40313769;1
40313220;40313332;1
40312892;40312969;1
40310203;40310312;1
40309773;40309890;1
40303782;40307585;1
40348990;40349183;1
40318403;40318548;1
40315791;40315933;1
40313658;40313763;1
40313220;40313332;1
40312892;40312969;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40348990;40349183;1
40322949;40323089;1
40319642;40319740;1
40318403;40318548;1
40315791;40315933;1
40313658;40313769;1
40313220;40313332;1
40310203;40310312;1
40309773;40309890;1
40306703;40307585;1
40367480;40367589;1
40366611;40367115;1
40361100;40363642;1
40366611;40367589;1
40361100;40363642;1
40367480;40367589;1
40365284;40367115;1
40420817;40421057;1
40422759;40422893;1
40424373;40424497;1
40430883;40431006;1
40431143;40431221;1
40431529;40431686;1
40432273;40432363;1
40432483;40432604;1
40432758;40432841;1
40434006;40434149;1
40434241;40434417;1
40435177;40435628;1
40420817;40421057;1
40422759;40422893;1
40424334;40424497;1
40430883;40431006;1
40431143;40431221;1
40431529;40431686;1
40432273;40432363;1
40432483;40432604;1
40432758;40432841;1
40433300;40433383;1
40433476;40433588;1
40434006;40434149;1
40434241;40434417;1
40435177;40435628;1
40420817;40421057;1
40422759;40422893;1
40424373;40424497;1
40430883;40431006;1
40431143;40431221;1
40431529;40431686;1
40432273;40432363;1
40432483;40432604;1
40432758;40432841;1
40433300;40433383;1
40433476;40433588;1
40434006;40434149;1
40434241;40434417;1
40435177;40435628;1
40420817;40421057;1
40422759;40422893;1
40424373;40424497;1
40430883;40431006;1
40431143;40431221;1
40431529;40431686;1
40432273;40432363;1
40432483;40432604;1
40432758;40432841;1
40433476;40433588;1
40434006;40434149;1
40434241;40434417;1
40435177;40435628;1
40420817;40421057;1
40422763;40422893;1
40424373;40424497;1
40430883;40431006;1
40431143;40431221;1
40431529;40431686;1
40432273;40432363;1
40432483;40432604;1
40432758;40432841;1
40433300;40433383;1
40433476;40433588;1
40434006;40434149;1
40434241;40434417;1
40435177;40435628;1
40420817;40421057;1
40422870;40422893;1
40424373;40424497;1
40430883;40431006;1
40431143;40431221;1
40431529;40431686;1
40432279;40432363;1
40432483;40432604;1
40432758;40432841;1
40433300;40433383;1
40433476;40433588;1
40434006;40434149;1
40434241;40434417;1
40435177;40435628;1
40420817;40421057;1
40430883;40431006;1
40431143;40431221;1
40431529;40431686;1
40432273;40432363;1
40432483;40432604;1
40432758;40432841;1
40433300;40433383;1
40433476;40433588;1
40434006;40434149;1
40434241;40434417;1
40435177;40435628;1
40420817;40421051;1
40422759;40422893;1
40424373;40424497;1
40430883;40431006;1
40431143;40431221;1
40431529;40431686;1
40432273;40432363;1
40432483;40432604;1
40432758;40432841;1
40433300;40433383;1
40433476;40433588;1
40434006;40434149;1
40434241;40434417;1
40435177;40435628;1
40428196;40429116;1
40505912;40506139;1
40525006;40525130;1
40525739;40525842;1
40527407;40527484;1
40529899;40530042;1
40530146;40530231;1
40531887;40531992;1
40533212;40533389;1
40535362;40535546;1
40535831;40535954;1
40536102;40536184;1
40536508;40536651;1
40537122;40538320;1
40505912;40506139;1
40525009;40525130;1
40525739;40525842;1
40527407;40527484;1
40529899;40530042;1
40530146;40530231;1
40531887;40531992;1
40533212;40533389;1
40535362;40535546;1
40535831;40535954;1
40536102;40536184;1
40536508;40536651;1
40537122;40538320;1
40506401;40506473;1
40507101;40507165;1
40525006;40525130;1
40525739;40525842;1
40527407;40527484;1
40529899;40530042;1
40530146;40530231;1
40531887;40531992;1
40533212;40533389;1
40535362;40535546;1
40535831;40535954;1
40536102;40536184;1
40536508;40536651;1
40537122;40538320;1
40506401;40506473;1
40507101;40507165;1
40525009;40525130;1
40525742;40525842;1
40527407;40527484;1
40529899;40530042;1
40530146;40530231;1
40531887;40531992;1
40533212;40533389;1
40535362;40535546;1
40535831;40535954;1
40536102;40536184;1
40536508;40536651;1
40537122;40538320;1
40506401;40506473;1
40525006;40525130;1
40525739;40525842;1
40527407;40527484;1
40529899;40530042;1
40530146;40530231;1
40531887;40531992;1
40533212;40533389;1
40535362;40535546;1
40535831;40535954;1
40536102;40536184;1
40536508;40536651;1
40537122;40538320;1
40506401;40506473;1
40525006;40525130;1
40525742;40525842;1
40527407;40527484;1
40529899;40530042;1
40530146;40530231;1
40531887;40531992;1
40533212;40533389;1
40535362;40535546;1
40535831;40535954;1
40536102;40536184;1
40536508;40536651;1
40537122;40538320;1
40506401;40506473;1
40525009;40525130;1
40525739;40525842;1
40527407;40527484;1
40529899;40530042;1
40530146;40530231;1
40531887;40531992;1
40533212;40533389;1
40535362;40535546;1
40535831;40535954;1
40536102;40536184;1
40536508;40536651;1
40537122;40538320;1
40506401;40506473;1
40525009;40525130;1
40525742;40525842;1
40527407;40527484;1
40529899;40530042;1
40530146;40530231;1
40531887;40531992;1
40533212;40533389;1
40535362;40535546;1
40535831;40535954;1
40536102;40536184;1
40536508;40536651;1
40537122;40538320;1
40506401;40506455;1
40507101;40507165;1
40525006;40525130;1
40525739;40525842;1
40527407;40527484;1
40529899;40530042;1
40530146;40530231;1
40531887;40531992;1
40533212;40533389;1
40535362;40535546;1
40535831;40535954;1
40536102;40536184;1
40536508;40536651;1
40537122;40538320;1
40506401;40506455;1
40525006;40525130;1
40525739;40525842;1
40527407;40527484;1
40529899;40530042;1
40530146;40530231;1
40531887;40531992;1
40533212;40533389;1
40535362;40535546;1
40535831;40535954;1
40536102;40536184;1
40536508;40536651;1
40537122;40538320;1
40506401;40506455;1
40525006;40525130;1
40525742;40525842;1
40527407;40527484;1
40529899;40530042;1
40530146;40530231;1
40531887;40531992;1
40533212;40533389;1
40535362;40535546;1
40535831;40535954;1
40536102;40536184;1
40536508;40536651;1
40537122;40538320;1
40506401;40506455;1
40525009;40525130;1
40525739;40525842;1
40527407;40527484;1
40529899;40530042;1
40530146;40530231;1
40531887;40531992;1
40533212;40533389;1
40535362;40535546;1
40535831;40535954;1
40536102;40536184;1
40536508;40536651;1
40537122;40538320;1
40506401;40506455;1
40525009;40525130;1
40525742;40525842;1
40527407;40527484;1
40529899;40530042;1
40530146;40530231;1
40531887;40531992;1
40533212;40533389;1
40535362;40535546;1
40535831;40535954;1
40536102;40536184;1
40536508;40536651;1
40537122;40538320;1
40506698;40506815;1
40525006;40525130;1
40525739;40525842;1
40527407;40527484;1
40529899;40530042;1
40530146;40530231;1
40531887;40531992;1
40533212;40533389;1
40535362;40535546;1
40535831;40535954;1
40536102;40536184;1
40536508;40536651;1
40537122;40538320;1
40562787;40562924;1
40555082;40555184;1
40546069;40546159;1
40544232;40544330;1
40542514;40542585;1
40537133;40539855;1
40562787;40562924;1
40558070;40558179;1
40557717;40557844;1
40557001;40557071;1
40555082;40555184;1
40546069;40546159;1
40544232;40544330;1
40537133;40539855;1
40562787;40562924;1
40558070;40558179;1
40557717;40557844;1
40557001;40557071;1
40555082;40555184;1
40546069;40546159;1
40544232;40544330;1
40542514;40542585;1
40538384;40539855;1
40598381;40599248;1
40627059;40627308;1
40654727;40654881;1
40656444;40656525;1
40661304;40661436;1
40668084;40668286;1
40688246;40688382;1
40697189;40697330;1
40701464;40706593;1
40713609;40713902;1
40716955;40717356;1
40723908;40724066;1
40726511;40726657;1
40733458;40733544;1
40734091;40734207;1
40735647;40735799;1
40737566;40737707;1
40747015;40747199;1
40751597;40751701;1
40756526;40756669;1
40758117;40759852;1
40782795;40782958;1
40781262;40781336;1
40780024;40780059;1
40779877;40779939;1
40778403;40778456;1
40778246;40778281;1
40778128;40778151;1
40777731;40777784;1
40777334;40777387;1
40777172;40777219;1
40776902;40776958;1
40776765;40776818;1
40776386;40776439;1
40775936;40775989;1
40775783;40775836;1
40775610;40775663;1
40773864;40773917;1
40773375;40773428;1
40773118;40773171;1
40771815;40771859;1
40771387;40771440;1
40770466;40770519;1
40770148;40770201;1
40769992;40770063;1
40769736;40769771;1
40769600;40769644;1
40769479;40769511;1
40769202;40769348;1
40768803;40768857;1
40768293;40768481;1
40767484;40767561;1
40766161;40767053;1
40839399;40839895;1
40872408;40872541;1
40874325;40874410;1
40875429;40875507;1
40878688;40878774;1
40879831;40879912;1
40880944;40881053;1
40881848;40882013;1
40882452;40882768;1
40887648;40888994;1
40840305;40840380;1
40872408;40872541;1
40874325;40874410;1
40875429;40875507;1
40878688;40878774;1
40879831;40879912;1
40880944;40881053;1
40881848;40882013;1
40882452;40882768;1
40887648;40888994;1
40859017;40859176;1
40872408;40872541;1
40874325;40874410;1
40875429;40875507;1
40878688;40878774;1
40879831;40879912;1
40880944;40881053;1
40881848;40882013;1
40882452;40882768;1
40887648;40888994;1
40862472;40862562;1
40872408;40872541;1
40874325;40874410;1
40875429;40875507;1
40878688;40878774;1
40879831;40879912;1
40880944;40881053;1
40881848;40882013;1
40882452;40882768;1
40887648;40888998;1
40915736;40915847;1
40916328;40916760;1
40919875;40919960;1
40922617;40922743;1
40923016;40923111;1
40928093;40929387;1
40916148;40916760;1
40919875;40919960;1
40922617;40922743;1
40923016;40923111;1
40928093;40929387;1
40942962;40943566;1
40944708;40945160;1
40947435;40947526;1
40954760;40954886;1
40955201;40955296;1
40960593;40962015;1
40942962;40943566;1
40945005;40945160;1
40947435;40947526;1
40954760;40954886;1
40955198;40955296;1
40960593;40962015;1
40942962;40943566;1
40945005;40945160;1
40947435;40947526;1
40954760;40954886;1
40955201;40955296;1
40960593;40962015;1
40974439;40974779;1
40975405;40975462;1
40980187;40981710;1
40974439;40974580;1
40975123;40975297;1
40975405;40975462;1
40980187;40981710;1
40974439;40974580;1
40975123;40975297;1
40980187;40981710;1
40974439;40974580;1
40975130;40975297;1
40975405;40975462;1
40980187;40981710;1
40974439;40974580;1
40975405;40975462;1
40980187;40981710;1
40974439;40974580;1
40980187;40981710;1
40974439;40974561;1
40975123;40975297;1
40975405;40975462;1
40980187;40981710;1
40974439;40974561;1
40975405;40975462;1
40980187;40981710;1
40974439;40974561;1
40980187;40981710;1
40974439;40974549;1
40975123;40975297;1
40975405;40975462;1
40980187;40981710;1
40974439;40974549;1
40975405;40975462;1
40980187;40981710;1
40974439;40974549;1
40980187;40981710;1
40997309;40997459;1
40998815;40998853;1
41006258;41006384;1
41007287;41007382;1
41012234;41013839;1
41025012;41026727;1
41131066;41131354;1
41113340;41113514;1
41107381;41107628;1
41101588;41101729;1
41098741;41098853;1
41094943;41095044;1
41094482;41094621;1
41086352;41092401;1
41154752;41157933;1
41157376;41157539;1
41204508;41204620;1
41213206;41213277;1
41215245;41215358;1
41218823;41218918;1
41223793;41223966;1
41228560;41228718;1
41232268;41232375;1
41232590;41232646;1
41235028;41235087;1
41236381;41237275;1
41157376;41157539;1
41204508;41204620;1
41213206;41213277;1
41215245;41215358;1
41218823;41218918;1
41223793;41223966;1
41228560;41228718;1
41232268;41232375;1
41235028;41235087;1
41236381;41237275;1
41157376;41157539;1
41204508;41204620;1
41213206;41213277;1
41215245;41215358;1
41218823;41218918;1
41223793;41223966;1
41228560;41228718;1
41232268;41232375;1
41235028;41235087;1
41236384;41237275;1
41157376;41157539;1
41204508;41204620;1
41213206;41213277;1
41218823;41218918;1
41223793;41223966;1
41228560;41228718;1
41232268;41232375;1
41235028;41235087;1
41236381;41237275;1
41157680;41157872;1
41161278;41161417;1
41178070;41178141;1
41187278;41187376;1
41188880;41188946;1
41189361;41189464;1
41204508;41204620;1
41213206;41213277;1
41215245;41215358;1
41218823;41218918;1
41223793;41223966;1
41228662;41228718;1
41232268;41232375;1
41235028;41235087;1
41236381;41237275;1
41175038;41175288;1
41204508;41204620;1
41213206;41213277;1
41215245;41215358;1
41218823;41218918;1
41223793;41223966;1
41228560;41228718;1
41232268;41232375;1
41235028;41235087;1
41236069;41237275;1
41204508;41204620;1
41213206;41213277;1
41215245;41215358;1
41218823;41218918;1
41223793;41223966;1
41228560;41228718;1
41232268;41232375;1
41232590;41232646;1
41235028;41235087;1
41236069;41237275;1
41220027;41220118;1
41220043;41220064;1
41220085;41220106;1
41222956;41223044;1
41222972;41222994;1
41223011;41223032;1
41249459;41250079;1
41282937;41283027;1
41283836;41283962;1
41284177;41284352;1
41285019;41285144;1
41285547;41285657;1
41285837;41285932;1
41287986;41288074;1
41289769;41289930;1
41296756;41296976;1
41298686;41298785;1
41300639;41300770;1
41303337;41303466;1
41303983;41306124;1
41249459;41250079;1
41282937;41283027;1
41283836;41283962;1
41284177;41284352;1
41285019;41285144;1
41285547;41285657;1
41285837;41285932;1
41287986;41288074;1
41296756;41296976;1
41298686;41298785;1
41300639;41300770;1
41303337;41303466;1
41303983;41306124;1
41326726;41328035;1
41445368;41445501;1
41448950;41449128;1
41450493;41450663;1
41453044;41453144;1
41454266;41454382;1
41456837;41456920;1
41457437;41457517;1
41461589;41461740;1
41463066;41463198;1
41466701;41466789;1
41467832;41467926;1
41468786;41468848;1
41471723;41471766;1
41473121;41473217;1
41474331;41474562;1
41475117;41475261;1
41475833;41475926;1
41477330;41478237;1
41445368;41445501;1
41448950;41449128;1
41450493;41450663;1
41453044;41453144;1
41454266;41454382;1
41456837;41456920;1
41457437;41457517;1
41461589;41461740;1
41463066;41463198;1
41466701;41466789;1
41467832;41467926;1
41468786;41468848;1
41471723;41471766;1
41473121;41473217;1
41474331;41474386;1
41474466;41474562;1
41475117;41475261;1
41475833;41475926;1
41477330;41478237;1
41454191;41454382;1
41456837;41456920;1
41457437;41457517;1
41461589;41461740;1
41463066;41463198;1
41466701;41466789;1
41467832;41467926;1
41468786;41468848;1
41471723;41471766;1
41473121;41473217;1
41474331;41474386;1
41474466;41474562;1
41475117;41475261;1
41475833;41475926;1
41477330;41478237;1
41480262;41484073;1
41494205;41494384;1
41503718;41503749;1
41508787;41509562;1
41487295;41487397;1
41486536;41486542;1
41485898;41486450;1
41483307;41483828;1
41482906;41483049;1
41481269;41481900;1
41487295;41487397;1
41486536;41486605;1
41485898;41486450;1
41483307;41483651;1
41482906;41483049;1
41481269;41481900;1
41487202;41487397;1
41486536;41486605;1
41485898;41486450;1
41483307;41483828;1
41482906;41483049;1
41481269;41481900;1
41485898;41487397;1
41483307;41483828;1
41481269;41481900;1
41485898;41487397;1
41483307;41483828;1
41482906;41483049;1
41481269;41481900;1
41707731;41707978;1
41651793;41651922;1
41627036;41627104;1
41626547;41626570;1
41625397;41625605;1
41618271;41618413;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41499655;41499774;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41627036;41627104;1
41626547;41626570;1
41625397;41625605;1
41608550;41608784;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41627036;41627104;1
41626547;41626570;1
41625397;41625605;1
41618271;41618413;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579225;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41499655;41499720;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41628451;41628651;1
41627036;41627104;1
41626547;41626570;1
41625397;41625605;1
41618271;41618413;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41499655;41499720;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41627036;41627104;1
41626547;41626570;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41627036;41627104;1
41626547;41626570;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41499655;41499720;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41627036;41627104;1
41626547;41626570;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41627036;41627104;1
41626547;41626570;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41499655;41499720;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41627036;41627104;1
41626547;41626570;1
41618271;41618413;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41627036;41627104;1
41626547;41626570;1
41625397;41625605;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41627036;41627104;1
41626547;41626570;1
41625397;41625605;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41499655;41499720;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41627036;41627104;1
41626547;41626570;1
41625397;41625605;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41627036;41627104;1
41626547;41626570;1
41625397;41625605;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41499655;41499720;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41627036;41627104;1
41626547;41626570;1
41625397;41625605;1
41617286;41617356;1
41608546;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41499655;41499720;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41627036;41627104;1
41626547;41626570;1
41625397;41625605;1
41618271;41618413;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41627036;41627104;1
41626547;41626570;1
41625397;41625605;1
41618271;41618413;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41499655;41499720;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41628451;41628651;1
41627036;41627104;1
41626547;41626570;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41499655;41499720;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41628451;41628651;1
41627036;41627104;1
41626547;41626570;1
41625397;41625605;1
41618271;41618413;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41651793;41651922;1
41628451;41628651;1
41627036;41627104;1
41626547;41626570;1
41625397;41625605;1
41618271;41618413;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579198;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
41512079;41512270;1
41503034;41503213;1
41499655;41499720;1
41494256;41494398;1
41492874;41493991;1
41707731;41707978;1
41659995;41660071;1
41627036;41627104;1
41626547;41626570;1
41625397;41625605;1
41617286;41617356;1
41608550;41608784;1
41582594;41582682;1
41578955;41579225;1
41540891;41541123;1
41536267;41536393;1
41514362;41514562;1
